ID_ANO	PRG	ANNEE_SCOLAIRE	SITE
5118296	GEM3	2017/2018	Cergy
5118296	GSI	2016/2017	Cergy
5118296	GI	2016/2017	Cergy
5118296	ING2	2016/2017	Cergy
5118296	ING1-GI	2015/2016	Cergy
5118296	ING1	2015/2016	Cergy
5118296	CPI2	2014/2015	Cergy
5118296	CPI1	2013/2014	Cergy
9543217	SMART	2017/2018	Cergy
9543217	ING3	2017/2018	Cergy
9543217	GSI	2016/2017	Cergy
9543217	GI	2016/2017	Cergy
9543217	ING2	2016/2017	Cergy
9543217	ING1-GI	2015/2016	Cergy
9543217	ING1	2015/2016	Cergy
9543217	CPI2	2014/2015	Cergy
91313049	SIE	2016/2017	Pau
91313049	GI	2016/2017	Pau
91313049	ING2	2016/2017	Pau
91313049	ING1-GI	2015/2016	Pau
91313049	ING1	2015/2016	Pau
91313049	CPI2	2014/2015	Pau
91313049	CPI1	2013/2014	Pau
91313049	CPI1	2012/2013	Pau
60225733	SMART	2017/2018	Cergy
60225733	ING3	2017/2018	Cergy
60225733	GSI	2016/2017	Cergy
60225733	GI	2016/2017	Cergy
60225733	ING2	2016/2017	Cergy
64411160	IMSI	2016/2017	Pau
64411160	ING3	2016/2017	Pau
64411160	MI	2015/2016	Pau
64411160	ING2	2015/2016	Pau
64411160	ING1	2014/2015	Pau
64411160	ING1-GM	2014/2015	Pau
35510856	SECINF	2016/2017	Cergy
35510856	ING3	2016/2017	Cergy
35510856	GI	2015/2016	Cergy
35510856	GSI	2015/2016	Cergy
35510856	ING2	2015/2016	Cergy
35510856	GSI	2014/2015	Cergy
35510856	ING2	2014/2015	Cergy
35510856	GI	2014/2015	Cergy
35510856	MAIN	2013/2014	Cergy
35510856	ING1	2013/2014	Cergy
40923955	INEM	2017/2018	Cergy
40923955	ING3	2017/2018	Cergy
40923955	GSI	2016/2017	Cergy
40923955	GI	2016/2017	Cergy
40923955	ING2	2016/2017	Cergy
40923955	ING1-GI	2015/2016	Cergy
40923955	ING1	2015/2016	Cergy
40923955	CPI2	2014/2015	Cergy
40923955	CPI2	2013/2014	Cergy
40923955	CPI1	2012/2013	Cergy
9168652	CPI1	2017/2018	Cergy
45517640	ING1-GM	2017/2018	Cergy
45517640	ING1	2017/2018	Cergy
45517640	CPI2	2016/2017	Cergy
45517640	CPI1-CERGY	2015/2016	Cergy
45517640	CPI1	2015/2016	Cergy
19680015	ICC	2016/2017	Pau
19680015	ING3	2016/2017	Pau
19680015	GI	2015/2016	Pau
19680015	GSI	2015/2016	Pau
19680015	ING2	2015/2016	Pau
19680015	GSI	2014/2015	Pau
19680015	ING2	2014/2015	Pau
19680015	GI	2014/2015	Pau
19680015	MAIN	2013/2014	Pau
19680015	ING1	2013/2014	Pau
79051738	CPI1	2016/2017	Cergy
79051738	CPI1-CERGY	2015/2016	Cergy
79051738	CPI1	2015/2016	Cergy
72558044	BI	2016/2017	Cergy
72558044	ING3	2016/2017	Cergy
72558044	IERP	2015/2016	Cergy
72558044	ING3	2015/2016	Cergy
72558044	SIE	2014/2015	Cergy
72558044	ING2	2014/2015	Cergy
72558044	GI	2014/2015	Cergy
72558044	MAIN	2013/2014	Cergy
72558044	ING1	2013/2014	Cergy
55283174	MobM2	2015/2016	Pau
55283174	DS	2015/2016	Pau
55283174	ING3	2015/2016	Pau
55283174	GSI	2014/2015	Pau
55283174	ING2	2014/2015	Pau
55283174	GI	2014/2015	Pau
55283174	MAIN	2013/2014	Pau
55283174	ING1	2013/2014	Pau
49067930	ING4	2015/2016	Pau
49067930	ING3	2014/2015	Pau
49067930	ICC	2014/2015	Pau
49067930	GSI	2013/2014	Pau
49067930	GI	2013/2014	Pau
49067930	ING2	2013/2014	Pau
49067930	MAIN	2012/2013	Pau
49067930	ING1	2012/2013	Pau
65963028	SMART	2016/2017	Cergy
65963028	ING3	2016/2017	Cergy
65963028	GI	2015/2016	Cergy
65963028	GSI	2015/2016	Cergy
65963028	ING2	2015/2016	Cergy
65963028	ING1	2014/2015	Cergy
65963028	ING1-GI	2014/2015	Cergy
65963028	CPI2	2013/2014	Cergy
65963028	CPI1	2012/2013	Cergy
48213587	INEM	2015/2016	Cergy
48213587	ING3	2015/2016	Cergy
48213587	GSI	2014/2015	Cergy
48213587	ING2	2014/2015	Cergy
48213587	GI	2014/2015	Cergy
48213587	MAIN	2013/2014	Cergy
48213587	ING1	2013/2014	Cergy
11249152	CPI2-PAU	2015/2016	Pau
11249152	CPI2	2015/2016	Pau
11249152	CPI1-PAU	2014/2015	Pau
11249152	CPI1	2014/2015	Pau
31805903	GEM3	2017/2018	Cergy
31805903	SIE	2016/2017	Cergy
31805903	GI	2016/2017	Cergy
31805903	ING2	2016/2017	Cergy
31805903	ING1-GI	2015/2016	Cergy
31805903	ING1	2015/2016	Cergy
31805903	CPI2	2014/2015	Cergy
31805903	CPI1	2013/2014	Cergy
20178191	ICC	2016/2017	Pau
20178191	ING3	2016/2017	Pau
20178191	GI	2015/2016	Pau
20178191	GSI	2015/2016	Pau
20178191	ING2	2015/2016	Pau
20178191	GSI	2014/2015	Pau
20178191	ING2	2014/2015	Pau
20178191	GI	2014/2015	Pau
20178191	MAIN	2013/2014	Pau
20178191	ING1	2013/2014	Pau
81578635	ING3	2015/2016	Cergy
81578635	VISUAL	2015/2016	Cergy
81578635	MI	2014/2015	Cergy
81578635	ING2	2014/2015	Cergy
81578635	MAIN	2013/2014	Cergy
81578635	ING1	2013/2014	Cergy
35550805	GSI	2017/2018	Cergy
35550805	GI	2017/2018	Cergy
35550805	ING2	2017/2018	Cergy
35550805	ING1-GI	2016/2017	Cergy
35550805	ING1	2016/2017	Cergy
73002436	SIE	2017/2018	Cergy
73002436	GI	2017/2018	Cergy
73002436	ING2	2017/2018	Cergy
73002436	ING1-GI	2016/2017	Cergy
73002436	ING1	2016/2017	Cergy
73002436	CPI2-CERGY	2015/2016	Cergy
73002436	CPI2	2015/2016	Cergy
73002436	CPI1-CERGY	2014/2015	Cergy
73002436	CPI1	2014/2015	Cergy
37196674	GSI	2017/2018	Cergy
37196674	GI	2017/2018	Cergy
37196674	ING2	2017/2018	Cergy
37196674	ING1-GI	2016/2017	Cergy
37196674	ING1	2016/2017	Cergy
37196674	CPI2-CERGY	2015/2016	Cergy
37196674	CPI2	2015/2016	Cergy
37196674	CPI1-CERGY	2014/2015	Cergy
37196674	CPI1	2014/2015	Cergy
65199619	CPI1	2017/2018	Cergy
66105709	CPI1	2017/2018	Cergy
79280128	CPI1	2017/2018	Cergy
33558963	DS	2017/2018	Cergy
33558963	ING3	2017/2018	Cergy
33558963	MI	2016/2017	Cergy
33558963	ING2	2016/2017	Cergy
33558963	ING1-GM	2015/2016	Cergy
33558963	ING1	2015/2016	Cergy
33558963	CPI2	2014/2015	Cergy
33558963	CPI1	2013/2014	Cergy
33558963	CPI1	2012/2013	Cergy
90433418	CPI1	2017/2018	Cergy
99694280	SMART	2017/2018	Cergy
99694280	ING3	2017/2018	Cergy
99694280	GSI	2016/2017	Cergy
99694280	GI	2016/2017	Cergy
99694280	ING2	2016/2017	Cergy
99694280	ING1-GI	2015/2016	Cergy
99694280	ING1	2015/2016	Cergy
99694280	CPI2	2014/2015	Cergy
99694280	CPI1	2013/2014	Cergy
57817397	CPI2	2017/2018	Cergy
57817397	CPI1	2016/2017	Cergy
77011592	ING1-GI	2017/2018	Cergy
77011592	ING1	2017/2018	Cergy
86327795	ING1-GM	2017/2018	Cergy
86327795	ING1	2017/2018	Cergy
86327795	CPI2	2016/2017	Cergy
86327795	CPI1-CERGY	2015/2016	Cergy
86327795	CPI1	2015/2016	Cergy
69440590	CPI1	2017/2018	Cergy
29950153	VISUAL	2017/2018	Cergy
29950153	ING3	2017/2018	Cergy
29950153	GSI	2016/2017	Cergy
29950153	GI	2016/2017	Cergy
29950153	ING2	2016/2017	Cergy
29950153	PMI	2016/2017	Cergy
86054350	DS	2016/2017	Cergy
86054350	ING3	2016/2017	Cergy
86054350	MI	2015/2016	Cergy
86054350	ING2	2015/2016	Cergy
86054350	ING1	2014/2015	Cergy
86054350	ING1-GM	2014/2015	Cergy
40534577	CPI1	2017/2018	Pau
56388179	MASEF	2016/2017	Cergy
56388179	IFI	2016/2017	Cergy
56388179	ING3	2016/2017	Cergy
56388179	MF	2015/2016	Cergy
56388179	ING2	2015/2016	Cergy
56388179	ING1	2014/2015	Cergy
56388179	ING1-GM	2014/2015	Cergy
79363848	DS	2017/2018	Cergy
79363848	ING3	2017/2018	Cergy
79363848	MI	2016/2017	Cergy
79363848	ING2	2016/2017	Cergy
79363848	ING1-GM	2015/2016	Cergy
79363848	ING1	2015/2016	Cergy
23683813	CPI1	2017/2018	Pau
82481289	CPI2	2017/2018	Pau
82481289	CPI1	2016/2017	Pau
59681984	CPI1	2017/2018	Cergy
59681984	CPI1	2016/2017	Cergy
68506010	CPI1	2017/2018	Cergy
68506010	CPI1	2016/2017	Cergy
96895449	VISUAL	2017/2018	Cergy
96895449	ING3	2017/2018	Cergy
96895449	GSI	2016/2017	Cergy
96895449	GI	2016/2017	Cergy
96895449	ING2	2016/2017	Cergy
96895449	ING1-GI	2015/2016	Cergy
96895449	ING1	2015/2016	Cergy
96895449	CPI2	2014/2015	Cergy
96895449	CPI1	2013/2014	Cergy
64661958	CPI1	2017/2018	Cergy
39156363	CPI2	2017/2018	Cergy
39156363	CPI1	2016/2017	Cergy
80711801	CPI2	2017/2018	Pau
80711801	CPI1	2016/2017	Pau
68324739	CPI1	2016/2017	Cergy
73477666	CPI1	2017/2018	Cergy
64498373	GEM3	2017/2018	Cergy
64498373	GSI	2016/2017	Cergy
64498373	GI	2016/2017	Cergy
64498373	ING2	2016/2017	Cergy
64498373	ING1-GI	2015/2016	Cergy
64498373	ING1	2015/2016	Cergy
64498373	CPI2	2014/2015	Cergy
64498373	CPI1	2013/2014	Cergy
88279770	CPI2	2017/2018	Cergy
88279770	CPI1	2016/2017	Cergy
13563494	DS	2017/2018	Cergy
13563494	ING3	2017/2018	Cergy
13563494	MI	2016/2017	Cergy
13563494	ING2	2016/2017	Cergy
13563494	ING1-GM	2015/2016	Cergy
13563494	ING1	2015/2016	Cergy
25635079	CPI2	2017/2018	Cergy
25635079	CPI1	2016/2017	Cergy
82630353	CPI2	2017/2018	Cergy
82630353	CPI1	2016/2017	Cergy
82630353	CPI1-CERGY	2015/2016	Cergy
82630353	CPI1	2015/2016	Cergy
12932707	ING1-GM	2017/2018	Cergy
12932707	ING1	2017/2018	Cergy
12932707	CPI2	2016/2017	Cergy
12932707	CPI1-CERGY	2015/2016	Cergy
12932707	CPI1	2015/2016	Cergy
13832700	CPI1	2017/2018	Cergy
68988503	SECINF	2017/2018	Cergy
68988503	ING3	2017/2018	Cergy
68988503	GSI	2016/2017	Cergy
68988503	GI	2016/2017	Cergy
68988503	ING2	2016/2017	Cergy
68988503	ING1-GI	2015/2016	Cergy
68988503	ING1	2015/2016	Cergy
68988503	CPI2	2014/2015	Cergy
68988503	CPI1	2013/2014	Cergy
46156105	CPI1	2017/2018	Cergy
63729404	CPI1	2017/2018	Cergy
64062627	ADEO2	2017/2018	Cergy
11226144	CPI1	2017/2018	Cergy
6503820	MI	2017/2018	Cergy
6503820	ING2	2017/2018	Cergy
6503820	ING1-GM	2016/2017	Cergy
6503820	ING1	2016/2017	Cergy
6503820	CPI2-CERGY	2015/2016	Cergy
6503820	CPI2	2015/2016	Cergy
6503820	CPI1-CERGY	2014/2015	Cergy
6503820	CPI1	2014/2015	Cergy
87217230	ADEO1	2017/2018	Cergy
2793867	MI	2017/2018	Cergy
2793867	ING2	2017/2018	Cergy
2793867	ING1-GM	2016/2017	Cergy
2793867	ING1	2016/2017	Cergy
78195113	CPI1	2017/2018	Cergy
78195113	CPI1	2016/2017	Cergy
66234823	ING1-GM	2017/2018	Cergy
66234823	ING1	2017/2018	Cergy
66234823	CPI2	2016/2017	Cergy
66234823	CPI1-CERGY	2015/2016	Cergy
66234823	CPI1	2015/2016	Cergy
91715995	SMART	2017/2018	Cergy
91715995	ING3	2017/2018	Cergy
91715995	GSI	2016/2017	Cergy
91715995	GI	2016/2017	Cergy
91715995	ING2	2016/2017	Cergy
91715995	ING1-GI	2015/2016	Cergy
91715995	ING1	2015/2016	Cergy
91715995	CPI2	2014/2015	Cergy
91715995	CPI1	2013/2014	Cergy
80973520	CPI1	2017/2018	Cergy
81981982	ING1-GM	2017/2018	Cergy
81981982	ING1	2017/2018	Cergy
81981982	CPI2	2016/2017	Cergy
81981982	CPI1-CERGY	2015/2016	Cergy
81981982	CPI1	2015/2016	Cergy
21602847	MF	2017/2018	Cergy
21602847	ING2	2017/2018	Cergy
21602847	ING1-GM	2016/2017	Cergy
21602847	ING1	2016/2017	Cergy
21602847	CPI2-CERGY	2015/2016	Cergy
21602847	CPI2	2015/2016	Cergy
21602847	CPI1-CERGY	2014/2015	Cergy
21602847	CPI1	2014/2015	Cergy
82203018	GSI	2017/2018	Cergy
82203018	GI	2017/2018	Cergy
82203018	ING2	2017/2018	Cergy
82203018	ING1-GI	2016/2017	Cergy
82203018	ING1	2016/2017	Cergy
82203018	CPI2-CERGY	2015/2016	Cergy
82203018	CPI2	2015/2016	Cergy
82203018	CPI1-CERGY	2014/2015	Cergy
82203018	CPI1	2014/2015	Cergy
6895521	CPI1	2017/2018	Cergy
39814687	CESM1	2016/2017	Cergy
39814687	CESM2	2016/2017	Cergy
39814687	ING1-GI	2015/2016	Cergy
39814687	ING1	2015/2016	Cergy
39814687	ING1	2014/2015	Cergy
39814687	ING1-GI	2014/2015	Cergy
92710403	SMART	2016/2017	Cergy
92710403	ING3	2016/2017	Cergy
92710403	GI	2015/2016	Cergy
92710403	GSI	2015/2016	Cergy
92710403	ING2	2015/2016	Cergy
92710403	ING1	2014/2015	Cergy
92710403	ING1-GI	2014/2015	Cergy
74949160	CPI1	2017/2018	Cergy
68943549	MI	2017/2018	Cergy
68943549	ING2	2017/2018	Cergy
68943549	ING1-GM	2016/2017	Cergy
68943549	ING1	2016/2017	Cergy
68943549	CPI2-CERGY	2015/2016	Cergy
68943549	CPI2	2015/2016	Cergy
68943549	CPI1-CERGY	2014/2015	Cergy
68943549	CPI1	2014/2015	Cergy
78440636	CPI2	2017/2018	Pau
78440636	CPI1	2016/2017	Pau
60450085	ING1-GM	2017/2018	Cergy
60450085	ING1	2017/2018	Cergy
17066329	CPI1	2017/2018	Cergy
45785443	ING1-GM	2017/2018	Cergy
45785443	ING1	2017/2018	Cergy
45785443	CPI2	2016/2017	Cergy
45785443	CPI1-CERGY	2015/2016	Cergy
45785443	CPI1	2015/2016	Cergy
68505782	CPI1	2017/2018	Cergy
21023228	CPI1	2017/2018	Cergy
69106228	ING1-GI	2017/2018	Pau
69106228	ING1	2017/2018	Pau
69106228	CPI2	2016/2017	Pau
69106228	CPI1-PAU	2015/2016	Pau
69106228	CPI1	2015/2016	Pau
66756694	CPI1	2017/2018	Cergy
73894241	IERP	2017/2018	Pau
73894241	ING3	2017/2018	Pau
73894241	SIE	2016/2017	Pau
73894241	GI	2016/2017	Pau
73894241	ING2	2016/2017	Pau
73894241	ING1-GM	2015/2016	Pau
73894241	ING1	2015/2016	Pau
73894241	CPI2	2014/2015	Pau
73894241	CPI1	2013/2014	Pau
10821566	CPI1	2017/2018	Cergy
10821566	CPI1	2016/2017	Cergy
3106936	CPI2	2017/2018	Pau
3106936	CPI1	2016/2017	Pau
9109751	CPI1	2017/2018	Cergy
88381939	MF	2017/2018	Cergy
88381939	ING2	2017/2018	Cergy
88381939	MA-M1	2016/2017	Cergy
88381939	MF	2016/2017	Cergy
88381939	ING2	2016/2017	Cergy
88381939	ING1-GM	2015/2016	Cergy
88381939	ING1	2015/2016	Cergy
85684903	ING1-GM	2017/2018	Pau
85684903	ING1	2017/2018	Pau
85684903	CPI2	2016/2017	Pau
85684903	CPI1-PAU	2015/2016	Pau
85684903	CPI1	2015/2016	Pau
471093	CPI2	2017/2018	Pau
471093	CPI1	2016/2017	Pau
13179213	CPI2	2017/2018	Pau
13179213	CPI1	2016/2017	Pau
13179213	CPI1-PAU	2015/2016	Pau
13179213	CPI1	2015/2016	Pau
65593090	CPI1	2017/2018	Cergy
26762280	INEM	2017/2018	Cergy
26762280	ING3	2017/2018	Cergy
26762280	GSI	2016/2017	Cergy
26762280	GI	2016/2017	Cergy
26762280	ING2	2016/2017	Cergy
26762280	ING1-GI	2015/2016	Cergy
26762280	ING1	2015/2016	Cergy
26762280	CPI2	2014/2015	Cergy
26762280	CPI1	2013/2014	Cergy
58051681	ING1-GI	2017/2018	Pau
58051681	ING1	2017/2018	Pau
58051681	CPI2	2016/2017	Pau
58051681	CPI1-PAU	2015/2016	Pau
58051681	CPI1	2015/2016	Pau
11719594	CPI1	2017/2018	Pau
45362082	DS	2017/2018	Cergy
45362082	ING3	2017/2018	Cergy
45362082	MI	2016/2017	Cergy
45362082	ING2	2016/2017	Cergy
45362082	ING1-GM	2015/2016	Cergy
45362082	ING1	2015/2016	Cergy
29943069	DS	2017/2018	Cergy
29943069	ING3	2017/2018	Cergy
29943069	MI	2016/2017	Cergy
29943069	ING2	2016/2017	Cergy
29943069	ING1-GM	2015/2016	Cergy
29943069	ING1	2015/2016	Cergy
29943069	CPI2	2014/2015	Cergy
29943069	CPI1	2013/2014	Cergy
17279043	CPI1	2017/2018	Cergy
42970912	CPI1	2017/2018	Cergy
40833235	ADEO2	2017/2018	Cergy
69725108	CPI1	2017/2018	Cergy
724139	SMART	2016/2017	Cergy
724139	ING3	2016/2017	Cergy
724139	GI	2015/2016	Cergy
724139	GSI	2015/2016	Cergy
724139	ING2	2015/2016	Cergy
724139	ING1	2014/2015	Cergy
724139	ING1-GI	2014/2015	Cergy
724139	CPI2	2013/2014	Cergy
724139	CPI1	2012/2013	Cergy
48213548	SMART	2017/2018	Cergy
48213548	ING3	2017/2018	Cergy
48213548	GSI	2016/2017	Cergy
48213548	GI	2016/2017	Cergy
48213548	ING2	2016/2017	Cergy
48213548	ING1-GI	2015/2016	Cergy
48213548	ING1	2015/2016	Cergy
48213548	CPI2	2014/2015	Cergy
48213548	CPI1	2013/2014	Cergy
48213548	CPI1	2012/2013	Cergy
6026794	ING1-GM	2017/2018	Cergy
6026794	ING1	2017/2018	Cergy
6026794	CPI2	2016/2017	Cergy
66306425	ING1-GI	2017/2018	Cergy
66306425	ING1	2017/2018	Cergy
66306425	CPI2	2016/2017	Cergy
66306425	CPI1-CERGY	2015/2016	Cergy
66306425	CPI1	2015/2016	Cergy
95062218	CPI1	2017/2018	Cergy
47662436	MMD-MA-ACTU	2017/2018	Cergy
47662436	MF	2017/2018	Cergy
47662436	ING2	2017/2018	Cergy
47662436	ING1-GM	2016/2017	Cergy
47662436	ING1	2016/2017	Cergy
72449818	CPI1	2017/2018	Cergy
7588937	ING1-GI	2017/2018	Cergy
7588937	ING1	2017/2018	Cergy
7588937	CPI2	2016/2017	Cergy
7588937	CPI1-CERGY	2015/2016	Cergy
7588937	CPI1	2015/2016	Cergy
14308049	BI	2017/2018	Cergy
14308049	ING3	2017/2018	Cergy
14308049	SIE	2016/2017	Cergy
14308049	GI	2016/2017	Cergy
14308049	ING2	2016/2017	Cergy
14308049	ING1-GI	2015/2016	Cergy
14308049	ING1	2015/2016	Cergy
14308049	CPI2	2014/2015	Cergy
14308049	CPI1	2013/2014	Cergy
80174841	CPI2	2017/2018	Cergy
80174841	CPI1	2016/2017	Cergy
35451000	ICC	2016/2017	Pau
35451000	ING3	2016/2017	Pau
35451000	GI	2015/2016	Pau
35451000	GSI	2015/2016	Pau
35451000	ING2	2015/2016	Pau
35451000	ING1	2014/2015	Pau
35451000	ING1-GI	2014/2015	Pau
35451000	CPI2	2013/2014	Pau
35451000	CPI1	2012/2013	Pau
57755774	VISUAL	2017/2018	Cergy
57755774	ING3	2017/2018	Cergy
57755774	GSI	2016/2017	Cergy
57755774	GI	2016/2017	Cergy
57755774	ING2	2016/2017	Cergy
57755774	ING1-GI	2015/2016	Cergy
57755774	ING1	2015/2016	Cergy
57755774	CPI2	2014/2015	Cergy
57755774	CPI1	2013/2014	Cergy
95619284	CPI1	2017/2018	Cergy
95619284	CPI1	2016/2017	Cergy
37460842	CPI1	2017/2018	Cergy
37460842	CPI1	2016/2017	Cergy
832780	CPI1	2017/2018	Cergy
91355076	CPI1	2017/2018	Cergy
90751080	SECINF	2016/2017	Cergy
90751080	ING3	2016/2017	Cergy
90751080	GI	2015/2016	Cergy
90751080	GSI	2015/2016	Cergy
90751080	ING2	2015/2016	Cergy
90751080	ING1	2014/2015	Cergy
90751080	ING1-GI	2014/2015	Cergy
70932120	MI	2017/2018	Pau
70932120	ING2	2017/2018	Pau
70932120	ING1-GM	2016/2017	Pau
70932120	ING1	2016/2017	Pau
79783530	DS	2016/2017	Cergy
79783530	ING3	2016/2017	Cergy
79783530	MI	2015/2016	Cergy
79783530	ING2	2015/2016	Cergy
79783530	ING1	2014/2015	Cergy
79783530	ING1-GM	2014/2015	Cergy
79783530	CPI2	2013/2014	Cergy
79783530	CPI1	2012/2013	Cergy
32385728	CPI2	2017/2018	Cergy
32385728	CPI1	2016/2017	Cergy
40200754	ING1-GM	2017/2018	Cergy
40200754	ING1	2017/2018	Cergy
29168405	INEM	2017/2018	Cergy
29168405	ING3	2017/2018	Cergy
29168405	GSI	2016/2017	Cergy
29168405	GI	2016/2017	Cergy
29168405	ING2	2016/2017	Cergy
29168405	ING1-GI	2015/2016	Cergy
29168405	ING1	2015/2016	Cergy
29168405	CPI2	2014/2015	Cergy
29168405	CPI1	2013/2014	Cergy
57062563	CPI1	2017/2018	Cergy
815930	CPI1	2017/2018	Cergy
815930	CPI1	2016/2017	Cergy
24855071	SMART	2016/2017	Cergy
24855071	ING3	2016/2017	Cergy
24855071	GI	2015/2016	Cergy
24855071	GSI	2015/2016	Cergy
24855071	ING2	2015/2016	Cergy
24855071	ING1	2014/2015	Cergy
24855071	ING1-GI	2014/2015	Cergy
24855071	CPI2	2013/2014	Cergy
24855071	CPI1	2012/2013	Cergy
24770154	ING1-GI	2017/2018	Cergy
24770154	ING1	2017/2018	Cergy
24770154	CPI2	2016/2017	Cergy
24770154	CPI1-CERGY	2015/2016	Cergy
24770154	CPI1	2015/2016	Cergy
63659917	MI	2017/2018	Cergy
63659917	ING2	2017/2018	Cergy
63659917	ING1-GM	2016/2017	Cergy
63659917	ING1	2016/2017	Cergy
63659917	CPI2-CERGY	2015/2016	Cergy
63659917	CPI2	2015/2016	Cergy
63659917	CPI1-CERGY	2014/2015	Cergy
63659917	CPI1	2014/2015	Cergy
93409898	CPI1	2017/2018	Cergy
90318876	SIE	2017/2018	Cergy
90318876	GI	2017/2018	Cergy
90318876	ING2	2017/2018	Cergy
90318876	ING1-GI	2016/2017	Cergy
90318876	ING1	2016/2017	Cergy
90318876	ING1-GM	2015/2016	Cergy
90318876	ING1	2015/2016	Cergy
83859601	INEM	2017/2018	Cergy
83859601	ING3	2017/2018	Cergy
83859601	GSI	2016/2017	Cergy
83859601	GI	2016/2017	Cergy
83859601	ING2	2016/2017	Cergy
83859601	ING1-GI	2015/2016	Cergy
83859601	ING1	2015/2016	Cergy
83859601	CPI2	2014/2015	Cergy
83859601	CPI1	2013/2014	Cergy
9246650	ING1-GI	2017/2018	Cergy
9246650	ING1	2017/2018	Cergy
9246650	CPI2	2016/2017	Cergy
9246650	CPI1-CERGY	2015/2016	Cergy
9246650	CPI1	2015/2016	Cergy
61320728	ICC	2017/2018	Pau
61320728	ING3	2017/2018	Pau
61320728	GSI	2016/2017	Pau
61320728	GI	2016/2017	Pau
61320728	ING2	2016/2017	Pau
61320728	ING1-GI	2015/2016	Pau
61320728	ING1	2015/2016	Pau
61320728	CPI2	2014/2015	Pau
61320728	CPI1	2013/2014	Pau
15544783	ING1-GM	2017/2018	Cergy
15544783	ING1	2017/2018	Cergy
15544783	CPI2	2016/2017	Cergy
15544783	CPI1-CERGY	2015/2016	Cergy
15544783	CPI1	2015/2016	Cergy
58735423	SMART	2017/2018	Cergy
58735423	ING3	2017/2018	Cergy
58735423	GSI	2016/2017	Cergy
58735423	GI	2016/2017	Cergy
58735423	ING2	2016/2017	Cergy
58735423	ING1-GI	2015/2016	Cergy
58735423	ING1	2015/2016	Cergy
58735423	CPI2	2014/2015	Cergy
58735423	CPI1	2013/2014	Cergy
53800312	GSI	2017/2018	Pau
53800312	GI	2017/2018	Pau
53800312	ING2	2017/2018	Pau
53800312	ING1-GI	2016/2017	Pau
53800312	ING1	2016/2017	Pau
53800312	CPI2-PAU	2015/2016	Pau
53800312	CPI2	2015/2016	Pau
53800312	CPI1-PAU	2014/2015	Pau
53800312	CPI1	2014/2015	Pau
29534065	CPI1	2017/2018	Pau
58899034	CPI1	2017/2018	Cergy
11817644	CPI1	2017/2018	Cergy
20470769	ING1-GM	2017/2018	Cergy
20470769	ING1	2017/2018	Cergy
20470769	CPI2	2016/2017	Cergy
20470769	CPI2-CERGY	2015/2016	Cergy
20470769	CPI2	2015/2016	Cergy
20470769	CPI1-CERGY	2014/2015	Cergy
20470769	CPI1	2014/2015	Cergy
25957871	GSI	2017/2018	Cergy
25957871	GI	2017/2018	Cergy
25957871	ING2	2017/2018	Cergy
25957871	ING1-GI	2016/2017	Cergy
25957871	ING1	2016/2017	Cergy
28704826	MI	2017/2018	Cergy
28704826	ING2	2017/2018	Cergy
28704826	ING1-GM	2016/2017	Cergy
28704826	ING1	2016/2017	Cergy
72971188	GI	2017/2018	Pau
72971188	ING2	2017/2018	Pau
72971188	ING1-GI	2015/2016	Pau
72971188	ING1	2015/2016	Pau
72971188	CPI2	2014/2015	Pau
72971188	CPI1	2013/2014	Pau
40247444	DS	2017/2018	Cergy
40247444	ING3	2017/2018	Cergy
40247444	MI	2016/2017	Cergy
40247444	ING2	2016/2017	Cergy
40247444	ING1-GM	2015/2016	Cergy
40247444	ING1	2015/2016	Cergy
40247444	CPI2	2014/2015	Cergy
40247444	CPI1	2013/2014	Cergy
8350766	SIE	2017/2018	Cergy
8350766	GI	2017/2018	Cergy
8350766	ING2	2017/2018	Cergy
8350766	ING1-GI	2016/2017	Cergy
8350766	ING1	2016/2017	Cergy
8350766	CPI2-CERGY	2015/2016	Cergy
8350766	CPI2	2015/2016	Cergy
8350766	CPI1-CERGY	2014/2015	Cergy
8350766	CPI1	2014/2015	Cergy
38488363	ICC	2017/2018	Pau
38488363	ING3	2017/2018	Pau
38488363	GSI	2016/2017	Pau
38488363	GI	2016/2017	Pau
38488363	ING2	2016/2017	Pau
38488363	ING1-GI	2015/2016	Pau
38488363	ING1	2015/2016	Pau
38488363	CPI2	2014/2015	Pau
38488363	CPI1	2013/2014	Pau
36623898	MF	2017/2018	Cergy
36623898	ING2	2017/2018	Cergy
36623898	ING1-GM	2016/2017	Cergy
36623898	ING1	2016/2017	Cergy
3489847	ING1-GM	2016/2017	Cergy
3489847	ING1	2016/2017	Cergy
15441436	SECINF	2017/2018	Cergy
15441436	ING3	2017/2018	Cergy
15441436	GSI	2016/2017	Cergy
15441436	GI	2016/2017	Cergy
15441436	ING2	2016/2017	Cergy
15441436	ING1-GI	2015/2016	Cergy
15441436	ING1	2015/2016	Cergy
15441436	CPI2	2014/2015	Cergy
15441436	CPI1	2013/2014	Cergy
15441436	CPI1	2012/2013	Cergy
92820780	MI	2017/2018	Cergy
92820780	ING2	2017/2018	Cergy
92820780	ING1-GM	2016/2017	Cergy
92820780	ING1	2016/2017	Cergy
92820780	CPI2-CERGY	2015/2016	Cergy
92820780	CPI2	2015/2016	Cergy
92820780	CPI1-CERGY	2014/2015	Cergy
92820780	CPI1	2014/2015	Cergy
39658721	DS	2016/2017	Cergy
39658721	ING3	2016/2017	Cergy
